"timestamp","temperature_c","vibration_mm_s","pressure_kpa","current_a"
"2025-07-31 22:45:00","24.696","1.784","100.936","5.719"
"2025-07-31 22:50:00","24.817","1.787","101.248","5.152"
"2025-07-31 22:55:00","25.518","1.599","101.079","5.445"
"2025-07-31 23:00:00","24.571","1.626","101.1","5.172"
"2025-07-31 23:05:00","23.954","1.797","100.996","5.613"
"2025-07-31 23:10:00","24.727","1.669","101.416","4.537"
"2025-07-31 23:15:00","24.726","1.732","101.139","5.335"
"2025-07-31 23:20:00","24.0","1.686","100.915","4.47"
"2025-07-31 23:25:00","24.649","1.961","101.379","5.1"
"2025-07-31 23:30:00","25.809","1.775","100.976","4.144"
"2025-07-31 23:35:00","23.806","1.573","100.909","4.636"
"2025-07-31 23:40:00","24.949","1.582","101.034","5.214"
"2025-07-31 23:45:00","24.724","1.58","101.294","5.446"
"2025-07-31 23:50:00","24.549","1.504","101.223","4.444"
"2025-07-31 23:55:00","24.766","1.565","101.268","4.811"
"2025-08-01 00:00:00","24.888","2.469","101.03","5.474"
"2025-08-01 00:05:00","24.239","2.243","101.013","5.184"
"2025-08-01 00:10:00","23.235","1.518","101.104","5.102"
"2025-08-01 00:15:00","24.727","1.561","101.083","5.312"
"2025-08-01 00:20:00","24.156","2.489","100.931","5.035"
"2025-08-01 00:25:00","24.668","1.81","100.782","5.335"
"2025-08-01 00:30:00","24.431","1.508","100.951","5.369"
"2025-08-01 00:35:00","24.6","1.914","100.731","5.359"
"2025-08-01 00:40:00","24.38","1.785","101.206","4.767"
"2025-08-01 00:45:00","24.704","1.525","101.148","5.256"
"2025-08-01 00:50:00","24.72","1.697","100.813","4.811"
"2025-08-01 00:55:00","24.524","1.895","100.661","5.122"
"2025-08-01 01:00:00","24.273","1.669","101.0","5.074"
"2025-08-01 01:05:00","25.052","1.665","101.313","5.113"
"2025-08-01 01:10:00","24.811","1.8","100.978","4.527"
"2025-08-01 01:15:00","24.716","1.69","101.191","5.305"
"2025-08-01 01:20:00","24.489","1.896","101.225","5.205"
"2025-08-01 01:25:00","25.175","1.859","101.111","4.534"
"2025-08-01 01:30:00","24.424","2.408","101.094","4.97"
"2025-08-01 01:35:00","24.596","1.5","100.954","4.084"
"2025-08-01 01:40:00","26.028","1.905","100.99","5.151"
"2025-08-01 01:45:00","25.383","1.7","101.189","5.456"
"2025-08-01 01:50:00","24.587","1.502","100.817","4.964"
"2025-08-01 01:55:00","25.18","2.323","101.049","4.864"
"2025-08-01 02:00:00","25.931","1.691","100.785","5.212"
"2025-08-01 02:05:00","25.189","1.654","101.101","5.097"
"2025-08-01 02:10:00","25.715","1.555","101.141","4.638"
"2025-08-01 02:15:00","24.532","1.631","101.115","4.469"
"2025-08-01 02:20:00","24.943","1.593","100.882","4.914"
"2025-08-01 02:25:00","25.752","1.669","101.471","4.993"
"2025-08-01 02:30:00","26.623","1.866","101.004","5.562"
"2025-08-01 02:35:00","26.315","1.754","101.095","5.052"
"2025-08-01 02:40:00","25.912","1.798","100.572","4.952"
"2025-08-01 02:45:00","26.797","1.643","100.983","5.115"
"2025-08-01 02:50:00","26.371","2.872","101.015","5.205"
"2025-08-01 02:55:00","25.854","1.659","100.734","5.815"
